sample_id,target_setting,seed,split,label,domain,text_source,text_length_chars,event_clean_mask,source_sparse_top2,event_semantic_rank,plm_deberta_rank,event_reliability_lr_bal_c0p03,peer_mermaid_moe,peer_mermaid_moe_seedlogitmean
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_119,target_liar,20260424,val,1,coaid,title_only,92,1.0,0.3584096109839817,0.7153890160183066,0.9013157894736842,0.8383867276887872,0.7920480549199085,0.8232265446224256
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_134,target_liar,20260424,val,1,coaid,article_text,636,1.0,0.4917048054919908,0.6381578947368421,0.8930205949656751,0.7683066361556065,0.4130434782608695,0.575228832951945
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_143,target_liar,20260424,val,1,coaid,title_only,58,1.0,0.870137299771167,0.8504004576659039,0.9176201372997712,0.91104118993135,0.870137299771167,0.9001716247139588
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_15,target_liar,20260424,val,1,coaid,article_text,618,1.0,0.903604118993135,0.8687070938215103,0.9044622425629292,0.8632723112128147,0.94279176201373,0.9118993135011442
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_161,target_liar,20260424,val,1,coaid,title_only,110,1.0,0.3375286041189931,0.6484553775743707,0.9073226544622426,0.7534324942791762,0.8735697940503433,0.8838672768878718
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_165,target_liar,20260424,val,1,coaid,title_only,117,1.0,0.597254004576659,0.8621281464530892,0.9553775743707094,0.8953089244851259,0.9282036613272312,0.9273455377574372
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_174,target_liar,20260424,val,1,coaid,article_text,546,1.0,0.7191075514874142,0.86441647597254,0.8998855835240275,0.870137299771167,0.9905606407322656,0.9814073226544624
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_175,target_liar,20260424,val,1,coaid,title_only,202,1.0,0.3950228832951945,0.7070938215102975,0.8329519450800915,0.7766018306636155,0.8947368421052632,0.8933066361556065
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_183,target_liar,20260424,val,1,coaid,title_only,71,1.0,0.8446796338672768,0.8795766590389016,0.9153318077803204,0.8915903890160183,0.8638443935926774,0.8758581235697941
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_210,target_liar,20260424,val,1,coaid,title_only,202,1.0,0.2946224256292906,0.7723112128146453,0.8821510297482837,0.8458237986270023,0.8824370709382151,0.8827231121281465
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_232,target_liar,20260424,val,1,coaid,article_text,541,1.0,0.9047482837528604,0.8172196796338673,0.8492562929061785,0.7966247139588101,0.8229405034324943,0.8518306636155606
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_277,target_liar,20260424,val,1,coaid,title_only,62,1.0,0.6618993135011442,0.8037757437070938,0.8933066361556065,0.8504004576659039,0.8958810068649885,0.9038901601830664
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_279,target_liar,20260424,val,1,coaid,title_only,41,1.0,0.302345537757437,0.6776315789473685,0.9147597254004576,0.8137871853546911,0.8758581235697941,0.880720823798627
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_318,target_liar,20260424,val,1,coaid,title_only,86,1.0,0.3875858123569794,0.6681922196796338,0.9041762013729976,0.7860411899313501,0.886441647597254,0.8950228832951945
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_323,target_liar,20260424,val,1,coaid,title_only,98,1.0,0.8884439359267735,0.8627002288329519,0.9333524027459954,0.8584096109839817,0.8632723112128147,0.8784324942791762
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_340,target_liar,20260424,val,1,coaid,title_only,38,1.0,0.8546910755148741,0.8981693363844394,0.9004576659038902,0.9044622425629292,0.898741418764302,0.9121853546910756
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_346,target_liar,20260424,val,1,coaid,title_only,69,1.0,0.5740846681922197,0.8346681922196796,0.9010297482837528,0.8767162471395881,0.8764302059496567,0.8741418764302059
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_351,target_liar,20260424,val,1,coaid,title_only,33,1.0,0.8861556064073226,0.8858695652173914,0.8924485125858124,0.8724256292906178,0.9127574370709384,0.9164759725400458
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_357,target_liar,20260424,val,1,coaid,article_text,365,1.0,0.6395881006864989,0.8180778032036613,0.8984553775743707,0.8306636155606407,0.9324942791762014,0.9287757437070938
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_365,target_liar,20260424,val,1,coaid,title_only,46,1.0,0.8421052631578947,0.8658466819221968,0.9047482837528604,0.8609839816933639,0.9353546910755148,0.9333524027459954
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_369,target_liar,20260424,val,1,coaid,title_only,89,1.0,0.8114988558352403,0.8478260869565217,0.9236270022883296,0.9038901601830664,0.8810068649885584,0.8924485125858124
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_383,target_liar,20260424,val,1,coaid,article_text,574,1.0,0.3100686498855835,0.8155034324942791,0.8538329519450801,0.9113272311212814,0.9187643020594966,0.9227688787185356
